POZO,XCOORD,YCOORD,Prof,Fecha,runlife,ciclo,Dpiston,Lon_Superficie,SPM,RGP,AYS,Elasticity,SP,Fillage,BBPD,BNPD
BN-0019,127,266,7122,2/18/19,152,0,1.125,45,4,355.9221942,47.85881241,0.865828334,38.96227501,0.961435064,22.99894391,11.00702142
BN-0026,257,181,7161,2/18/19,222,2,1.125,120,4,895.6031412,18.64384104,0.748660212,89.83922545,0.325194708,53.03097179,9.887010081
BN-0032,201,66,7140,2/18/19,245,6,1.5,74,5,1034.940757,25.57756525,0.720481099,53.31560133,0.425891168,69.93674005,17.88811532
BN-0054,240,253,7162,2/18/19,409,0,1.125,54,3,1187.402274,7.344146401,0.688519299,37.18004217,0.228167015,16.46018561,1.208860129
BN-0055,122,62,7163,2/18/19,224,6,1.125,100,5,452.3525866,59.21536333,0.823173995,82.31739953,0.606157921,60.73866497,35.96662114
BN-0079,173,217,7187,2/18/19,363,1,2.5,45,4,528.9791252,17.82401911,0.804258222,36.19161997,0.566398823,105.4985722,18.80408567
BN-0086,103,112,7194,2/18/19,158,0,1.5,100,3,326.4830412,59.36655192,0.888316282,88.83162821,0.943559254,69.91493298,41.50608499
BN-0071,69,85,7179,2/19/19,345,3,1.5,45,4,499.6158945,52.1585605,0.823490962,37.05709331,0.63981846,38.88771372,20.28327169
BN-0059,211,75,7167,2/19/19,72,0,1.125,54,5,867.1750956,10.94114285,0.705055447,38.07299412,0.175713077,28.09251565,3.073642268
BN-0039,248,257,7147,2/19/19,286,7,1.5,45,4,1208.034794,19.25810625,0.725816209,32.66172942,0.251696259,34.27521885,6.600758063
BN-0029,283,169,7137,2/19/19,90,0,1.5,120,3,962.095655,25.30558705,0.728262692,87.39152303,0.310672631,68.7814982,17.4055619
BN-0086,103,112,7194,2/19/19,159,0,1.5,100,3,336.8286291,55.89735611,0.865507263,86.55072628,0.956462546,68.11974912,38.07713874
BN-0010,144,208,7285,2/19/19,50,0,2,45,7,949.3145628,40.45137689,0.807544507,36.33950281,0.467221391,118.6412088,47.9920025
BN-0006,65,233,7281,2/19/19,371,2,2,74,3,796.3941905,43.29373229,0.82015478,60.69145369,0.604016482,84.91948201,36.7648132
BN-0066,137,176,7174,2/19/19,81,7,1.5,45,7,262.5118311,54.99817465,0.882607171,39.71732269,0.905492127,72.93887726,40.1150511
BN-0034,179,120,7142,2/19/19,92,3,2,54,4,658.9628835,19.7198257,0.814386863,43.9768906,0.632359859,82.04328711,16.17879322
BN-0093,202,145,7201,2/19/19,330,3,1.125,45,5,1438.155373,24.78327207,0.769161516,34.61226821,0.381038889,25.53898659,6.32939653
BN-0047,137,52,7155,2/19/19,309,3,1.125,54,3,483.6076761,55.02003582,0.838496402,45.27880572,0.617730266,20.04563477,11.02911543
BN-0052,202,93,7160,2/19/19,215,2,2.5,100,4,1090.781569,22.89013444,0.780552428,78.05524278,0.420306696,227.5310327,52.08215928
BN-0046,218,107,7154,2/19/19,81,2,2,54,5,698.8492044,26.0727986,0.811010005,43.79454025,0.621725965,102.1288679,26.62785403
BN-0044,92,206,7152,2/20/19,326,3,2,100,3,378.1566895,46.79499075,0.876311284,87.63112835,0.925013334,122.6134748,57.37696419
BN-0075,220,89,7183,2/20/19,370,3,2,54,5,942.6621307,13.31976287,0.732980034,39.58092183,0.171580199,92.3027097,12.29450205
BN-0065,266,54,7173,2/20/19,319,4,1.125,100,3,803.6937506,25.95869459,0.737673769,73.76737688,0.29753311,32.65797036,8.477582785
BN-0033,297,198,7141,2/20/19,269,0,2.5,54,7,1305.473376,9.192527203,0.678813381,36.65592259,0.23914946,186.9910251,17.18920085
BN-0008,275,214,7040,2/20/19,378,5,2,120,5,1380.014458,5.351342188,0.702227703,84.26732435,0.225695521,196.5114004,10.51599747
BN-0088,103,220,7196,2/20/19,332,4,1.5,100,3,686.2136132,40.88115453,0.830645124,83.06451238,0.604200551,65.37592447,26.72643271
BN-0055,122,62,7163,2/20/19,226,6,1.125,100,5,496.5648926,51.1434745,0.792303329,79.23033286,0.619680671,58.46084389,29.89890678
BN-0085,263,122,7193,2/20/19,313,4,2,100,4,729.0247923,18.01278707,0.782053809,78.20538089,0.543175465,145.8999586,26.28064888
BN-0068,110,259,7176,2/20/19,272,5,1.125,120,7,388.9063441,43.05457081,0.917878351,110.1454021,0.913554387,113.7805446,48.98772513
BN-0053,60,198,7161,2/20/19,312,2,1.125,120,3,363.3581335,42.89391501,0.875393066,105.0471679,0.962034717,46.5060226,19.94825381
BN-0083,201,233,7191,2/20/19,116,4,2.5,74,4,1200.549171,5.438065178,0.724044354,53.57928222,0.177518082,156.1836077,8.493366383
BN-0079,173,217,7187,2/20/19,365,1,2.5,45,4,1220.543419,14.55537153,0.722996456,32.5348405,0.22971807,94.83906006,13.80417755
BN-0002,225,245,7072,2/20/19,175,2,1.5,100,4,619.8207647,9.841224845,0.753742559,75.37425589,0.479308977,79.09774413,7.784186847
BN-0026,257,181,7161,2/21/19,225,2,1.125,120,4,1391.073372,15.25958287,0.776788221,93.2145865,0.387967724,55.02340523,8.396342121
BN-0011,52,116,7041,2/21/19,406,3,2.5,100,7,327.8272755,50.01924208,0.948469964,94.84699637,0.911314433,483.8382402,242.0122207
BN-0097,87,113,7205,2/21/19,413,6,1.125,120,7,624.1103048,43.65341535,0.83627176,100.3526112,0.664555186,103.664561,45.25312138
BN-0016,288,239,7106,2/21/19,227,0,2.5,45,3,1483.198709,11.16012335,0.716113091,32.22508908,0.182443843,70.452101,7.862541378
BN-0023,154,227,7148,2/21/19,190,2,2.5,100,7,1253.129365,11.0324909,0.726910926,72.69109263,0.210652339,370.8154363,40.91017928
BN-0094,202,181,7202,2/21/19,260,3,2.5,120,3,893.6463611,19.53824049,0.782576647,93.90919768,0.283158703,205.3089834,40.11376293
BN-0048,170,298,7156,2/21/19,150,1,1.125,74,4,581.5076387,10.04454913,0.779430521,57.67785853,0.536284361,34.04651892,3.419819318
BN-0024,292,51,7221,2/21/19,298,7,2,45,7,1007.455908,19.33392934,0.729150061,32.81175275,0.281210158,107.1238104,20.71124181
BN-0014,224,279,7212,2/21/19,414,3,1.5,74,7,1462.27956,21.28921264,0.740903752,54.82687766,0.429732601,100.6868195,21.4354311
BN-0064,160,187,7172,2/21/19,231,0,2.5,54,7,993.2805716,16.70354575,0.721276927,38.94895404,0.392077222,198.6883518,33.18799975
BN-0003,85,180,7356,2/21/19,265,3,1.5,74,4,512.2239005,43.19182859,0.80737972,59.74609932,0.61707759,62.69755662,27.08022119
BN-0096,72,233,7204,2/21/19,397,0,2,54,4,1152.624599,42.61033136,0.813942695,43.95290551,0.389799219,81.99854052,34.93984983
BN-0074,71,245,7182,2/21/19,140,1,1.125,45,7,346.7291028,48.67166187,0.87445776,39.35059918,0.916723552,40.64929193,19.78468592
BN-0007,111,155,7144,2/22/19,404,7,2.5,100,3,500.2606787,55.13887754,0.810702498,81.07024983,0.614388528,177.2398337,97.72805485
BN-0031,233,178,7139,2/22/19,344,3,2.5,74,3,830.0095565,25.82581698,0.76535321,56.63613751,0.329017437,123.8207556,31.97772173
BN-0004,60,285,7079,2/22/19,111,4,1.125,54,3,677.8120211,46.64911049,0.879862532,47.51257675,0.675495564,21.03456011,9.812435188
BN-0058,143,188,7166,2/22/19,52,1,2,100,4,322.1945045,46.12812314,0.928642486,92.86424859,0.95745941,173.2475422,79.91583959
BN-0012,60,114,7024,2/22/19,187,0,1.5,100,5,464.0265948,52.80851473,0.795344588,79.53445881,0.646727273,104.3293263,55.09476767
BN-0001,102,108,7012,2/22/19,240,6,2.5,100,7,329.2699157,54.8537122,0.899857077,89.98570765,0.918700335,459.0395912,251.8002562
BN-0021,268,253,7225,2/22/19,107,6,1.5,74,7,1347.545278,14.16154192,0.733636359,54.28909056,0.167272362,99.69920036,14.11894405
BN-0077,300,171,7185,2/22/19,384,3,1.5,120,4,1161.215666,15.86892422,0.783240844,93.98890123,0.393242888,98.63195295,15.65182987
BN-0087,171,92,7195,2/22/19,243,3,1.125,74,7,861.3547023,25.7148272,0.771423816,57.08536238,0.301222019,58.96935773,15.16386844
BN-0051,214,195,7159,2/22/19,174,2,2,120,7,1499.862823,9.301021151,0.719488858,86.33866292,0.243974297,281.8784667,26.21757581
BN-0036,233,60,7144,2/22/19,279,6,1.5,100,5,835.8269102,22.685102,0.760567974,76.05679739,0.360528623,99.76750398,22.63236004
BN-0030,156,91,7138,2/22/19,384,2,2,120,5,809.8955297,13.51894088,0.709849397,85.18192764,0.151866051,198.6442553,26.85459943
BN-0022,102,139,7325,2/22/19,61,5,1.125,120,3,640.5491003,42.90776207,0.840560481,100.8672577,0.699788215,44.65551103,19.16068042
BN-0054,240,253,7162,2/23/19,414,0,1.125,54,3,1082.295646,16.33177976,0.739214596,39.91758818,0.367958598,17.67214,2.886174983
BN-0067,50,103,7175,2/23/19,413,0,2.5,45,5,172.1101838,57.13293938,0.897420721,40.38393242,0.958149499,147.1489538,84.07052255
BN-0049,234,114,7157,2/23/19,356,1,1.125,120,3,1166.96872,15.28365373,0.733034164,87.9640997,0.25949332,38.94308137,5.951925709
BN-0089,109,103,7197,2/23/19,258,3,2.5,100,5,310.9706776,55.05031052,0.883797143,88.3797143,0.925998324,322.033584,177.280488
BN-0076,251,239,7184,2/23/19,328,1,1.5,120,7,742.954278,13.26360706,0.766465817,91.97589808,0.422256116,168.909138,22.40344436
BN-0042,246,292,7150,2/23/19,394,3,2,74,3,1203.636462,12.4541647,0.742561351,54.94953996,0.159697913,76.88539631,9.575433887
BN-0073,220,212,7181,2/23/19,347,7,2,100,3,1004.977006,14.76784505,0.701584503,70.15845026,0.227435328,98.1657036,14.496959
BN-0062,107,196,7170,2/23/19,131,7,2,120,7,616.5441493,41.56925339,0.843773499,101.2528198,0.648163239,330.5702062,137.4155666
BN-0057,211,233,7165,2/23/19,409,0,2,100,4,1035.57363,12.73247422,0.685288138,68.52881381,0.211582493,127.847355,16.27813152
BN-0040,160,129,7148,2/23/19,91,5,2,100,4,1096.17955,20.21022023,0.798743876,79.87438756,0.437908368,149.0136574,30.11598834
BN-0019,127,266,7122,2/23/19,157,0,1.125,45,4,480.4879392,42.85008932,0.79697457,35.86385566,0.657617725,21.1699857,9.071357781
BN-0069,58,136,7177,2/23/19,231,0,2.5,45,5,356.3587043,52.99312024,0.943795703,42.47080665,0.906260949,154.7530017,82.00844428
BN-0095,122,290,7203,2/23/19,330,5,2.5,45,5,732.241025,43.25856082,0.852951369,38.38281161,0.683974024,139.8573698,60.50028537
BN-0020,170,62,7437,2/24/19,266,4,2.5,100,7,1019.104529,20.43847889,0.757340854,75.73408536,0.280475524,386.3385029,78.96171338
BN-0082,218,199,7190,2/24/19,103,5,1.125,74,4,973.053056,5.184676017,0.698001662,51.65212297,0.220990937,30.48960254,1.580787111
BN-0080,139,96,7188,2/24/19,265,3,1.5,120,5,432.9505458,50.55067334,0.81438788,97.72654555,0.657409031,128.1927961,64.80232162
BN-0081,265,92,7189,2/24/19,185,4,2.5,74,5,1064.845929,15.17980917,0.745484558,55.16585727,0.410877105,201.0105924,30.51302433
BN-0050,158,119,7158,2/24/19,397,0,1.125,120,4,1192.026499,23.06312171,0.723641677,86.83700123,0.29436572,51.25879636,11.82187859
BN-0038,246,147,7146,2/24/19,68,2,2,100,7,732.4974863,19.85874326,0.814775183,81.47751834,0.647584092,266.0078019,52.82580643
BN-0009,158,256,7464,2/24/19,401,6,1.5,45,7,1090.676974,14.91435424,0.723765467,32.56944599,0.197043195,59.81215909,8.920597285
BN-0063,203,293,7171,2/24/19,303,4,2,54,4,622.9727089,10.04360806,0.789461994,42.63094767,0.450924752,79.53229597,7.987912091
BN-0035,273,242,7143,2/24/19,268,2,1.125,45,3,946.6788831,7.842468672,0.692037239,31.14167576,0.245469655,13.78690645,1.081233819
BN-0070,168,280,7178,2/24/19,90,3,2,74,7,901.5876244,10.30758009,0.747155227,55.28948682,0.18875134,180.5091166,18.60612175
BN-0043,101,85,7151,2/24/19,171,5,1.125,74,3,532.9043706,55.61710362,0.872089186,64.53459977,0.603439323,28.57047567,15.89007106
BN-0090,125,293,7198,2/24/19,321,6,1.125,120,4,658.9312482,45.17000541,0.856136407,102.7363688,0.609174868,60.64399429,27.3928955
BN-0018,118,140,7003,2/24/19,398,5,1.5,100,7,257.0271047,51.15672634,0.904132199,90.41321988,0.920075435,166.0393576,84.94029981
BN-0084,298,121,7192,2/25/19,373,3,2.5,120,4,1040.334953,28.83629269,0.725718765,87.08625178,0.337729706,253.8564239,73.20278142
BN-0041,91,91,7149,2/25/19,71,5,2.5,120,4,450.9229344,54.69780831,0.84958109,101.9497308,0.60948552,297.1834653,162.5528422
BN-0078,193,275,7186,2/25/19,398,5,2,45,5,571.4234512,5.197717024,0.724317163,32.59427235,0.329314496,76.00984313,3.950776556
BN-0017,63,194,7166,2/25/19,332,0,1.5,45,5,338.3693713,45.93080547,0.938149034,42.21670653,0.950035255,55.37776479,25.43545342
BN-0072,109,172,7180,2/25/19,197,5,2.5,45,3,299.8699686,54.47490749,0.935310564,42.08897539,0.942399452,92.01702244,50.12618785
BN-0032,201,66,7140,2/25/19,252,6,1.5,74,5,1021.561573,26.46794713,0.778286925,57.59323244,0.301307245,75.54792265,19.99598423
BN-0027,205,293,7221,2/25/19,215,0,1.5,100,5,989.545529,16.67057171,0.733476794,73.34767937,0.281045685,96.21381841,16.03939359
BN-0025,98,121,7267,2/25/19,128,2,1.125,45,7,525.2370735,41.25716403,0.813165718,36.59245729,0.637930494,37.80012273,15.59525864
BN-0060,128,58,7168,2/25/19,360,4,1.5,54,3,280.8101733,50.72867316,0.86554056,46.73919026,0.965060098,36.78607969,18.66109014
BN-0037,285,190,7145,2/25/19,246,4,1.125,45,3,940.8103602,7.996898025,0.741615067,33.37267803,0.226931554,14.77460601,1.181510176
BN-0091,142,233,7199,2/25/19,406,4,1.125,100,7,647.6167492,47.5987403,0.841305987,84.13059868,0.668145222,86.90717134,41.36671879
BN-0099,192,150,7207,2/25/19,373,6,1.125,100,7,1491.882059,27.96055078,0.777742099,77.7742099,0.315694026,80.34100187,22.46378662
BN-0092,180,211,7200,2/25/19,157,4,2,100,4,772.4395049,12.6272173,0.727084016,72.70840164,0.535681927,135.6447941,17.1281629
BN-0005,258,57,7415,2/26/19,286,3,1.125,54,3,1455.535004,29.5664475,0.790236451,42.67276837,0.442792727,18.89190132,5.585664085
BN-0013,261,258,7303,2/26/19,257,0,1.125,54,5,1143.059592,17.23128687,0.752772734,40.64972766,0.254498047,29.99378265,5.168314732
BN-0015,141,72,7321,2/26/19,417,3,1.5,74,5,641.5099805,42.68587613,0.87541928,64.78102669,0.646326779,84.97651176,36.27296855
BN-0028,141,194,7270,2/26/19,89,2,2,120,5,865.3048905,42.95796528,0.794489988,95.33879851,0.332274225,222.3300781,95.50847778
BN-0045,258,199,7153,2/26/19,242,1,2,54,7,1465.809303,5.065730724,0.693486077,37.44824815,0.160095307,122.2610406,6.193415095
BN-0056,236,99,7164,2/26/19,93,6,1.5,120,7,1160.346648,15.35366709,0.760251682,91.23020178,0.382210728,167.5397041,25.7234884
BN-0061,270,224,7169,2/26/19,65,5,2.5,74,5,1221.631429,18.19650431,0.774270646,57.2960278,0.308746656,208.7724013,37.98927899
BN-0098,152,97,7206,2/26/19,360,2,2.5,100,7,884.4896297,23.77572019,0.769463229,76.94632286,0.374437223,392.5224295,93.32503453
BN-0060,128,58,7168,2/27/19,362,4,1.5,54,3,362.5826841,50.18811018,0.886592479,47.87599389,0.919628552,37.68080099,18.91128192
BN-0051,214,195,7159,2/27/19,179,2,2,120,7,1167.100168,5.054347517,0.730069875,87.60838503,0.20282256,286.0238555,14.45663964
BN-0046,218,107,7154,2/27/19,89,2,2,54,5,1137.510655,15.18568811,0.759129877,40.99301337,0.303339257,95.59570717,14.51686593
BN-0049,234,114,7157,2/27/19,360,1,1.125,120,3,1030.988706,13.24070377,0.679035563,81.48426757,0.17895606,36.07435844,4.776498939
BN-0032,201,66,7140,2/27/19,254,6,1.5,74,5,955.7397233,19.97408963,0.797996712,59.05175672,0.260037694,77.46114187,15.4721579
BN-0009,158,256,7464,2/27/19,404,6,1.5,45,7,1248.777829,24.00569083,0.745958863,33.56814885,0.395971095,61.64622696,14.79860265
BN-0068,110,259,7176,2/27/19,279,5,1.125,120,7,420.1328576,48.57273935,0.85752034,102.9024408,0.693211494,106.2985429,51.63211419
BN-0070,168,280,7178,2/27/19,93,3,2,74,7,730.6508464,11.40603828,0.765245224,56.62814659,0.380428646,184.879573,21.08743486
BN-0091,142,233,7199,2/27/19,408,4,1.125,100,7,459.0321983,46.54021825,0.815354394,81.5354394,0.61668543,84.2263637,39.19913349
BN-0071,69,85,7179,2/27/19,353,3,1.5,45,4,343.1137436,58.51309635,0.908033792,40.86152066,0.928903538,42.88007978,25.0904624
BN-0011,52,116,7041,2/27/19,412,3,2.5,100,7,521.2581288,50.85516878,0.81945626,81.94562598,0.622824206,418.0251245,212.5873826
BN-0041,91,91,7149,2/27/19,73,5,2.5,120,4,457.8356386,57.01381893,0.814601712,97.75220543,0.689245193,284.9476788,162.4595537
BN-0017,63,194,7166,2/27/19,334,0,1.5,45,5,318.7679278,42.53043471,0.87529086,39.38808871,0.908108358,51.66732537,21.97433808
BN-0080,139,96,7188,2/28/19,269,3,1.5,120,5,343.6752328,58.40699332,0.901610714,108.1932856,0.958954414,141.9225424,82.89268989
BN-0053,60,198,7161,2/28/19,320,2,1.125,120,3,554.1725584,46.0334278,0.835619158,100.2742989,0.628289884,44.39299892,20.43561911
BN-0025,98,121,7267,2/28/19,131,2,1.125,45,7,630.7197717,43.31885718,0.858770037,38.64465165,0.645163209,39.92004592,17.29290768
BN-0054,240,253,7162,2/28/19,419,0,1.125,54,3,526.6385463,12.99987766,0.775749127,41.89045288,0.575246796,18.54555803,2.410899854
BN-0082,218,199,7190,2/28/19,107,5,1.125,74,4,803.7690426,5.316836202,0.693795424,51.34086138,0.230976533,30.30586871,1.611313399
BN-0019,127,266,7122,2/28/19,162,0,1.125,45,4,315.8823094,40.7438158,0.855861519,38.51376835,0.908761765,22.73419604,9.262778958
BN-0012,60,114,7024,2/28/19,193,0,1.5,100,5,424.9607792,59.91938654,0.850868084,85.08680845,0.618740283,111.612621,66.87759779
BN-0021,268,253,7225,2/28/19,113,6,1.5,74,7,1398.464744,11.01131495,0.73122946,54.11098006,0.158289182,99.37210933,10.94217593
BN-0008,275,214,7040,2/28/19,386,5,2,120,5,1356.020119,12.81787181,0.689767739,82.77212864,0.223974807,193.024604,24.74164631
BN-0088,103,220,7196,2/28/19,340,4,1.5,100,3,501.9946998,44.52140219,0.843799115,84.37991145,0.618293632,66.41120931,29.5672016
BN-0061,270,224,7169,2/28/19,67,5,2.5,74,5,1111.366478,11.20908035,0.688989793,50.9852447,0.196553151,185.7774854,20.8239476
BN-0078,193,275,7186,2/28/19,401,5,2,45,5,639.3622446,11.16376393,0.792210005,35.64945023,0.401107029,83.13451794,9.280941328
BN-0023,154,227,7148,2/28/19,197,2,2.5,100,7,1443.741658,8.112508315,0.735506335,73.55063349,0.207619701,375.2001691,30.43814491
BN-0044,92,206,7152,3/1/19,335,3,2,100,3,574.7207287,46.72535306,0.852476197,85.24761972,0.634749443,119.2784695,55.73328601
BN-0026,257,181,7161,3/1/19,233,2,1.125,120,4,918.5339854,9.217892223,0.688245081,82.58940975,0.158856437,48.75149621,4.493860378
BN-0022,102,139,7325,3/1/19,68,5,1.125,120,3,618.4572303,42.33112653,0.817321,98.07851996,0.667864635,43.42089326,18.38055327
BN-0039,248,257,7147,3/1/19,296,7,1.5,45,4,583.3108835,6.009723679,0.757725915,34.09766618,0.468039477,35.78209089,2.150404789
BN-0062,107,196,7170,3/1/19,137,7,2,120,7,623.3065557,41.75688261,0.851826161,102.2191393,0.682383261,333.7250461,139.3531757
BN-0072,109,172,7180,3/1/19,201,5,2.5,45,3,437.3579629,58.40210598,0.853804276,38.42119241,0.668299745,83.9983319,49.05679482
BN-0093,202,145,7201,3/1/19,340,3,1.125,45,5,855.614099,26.508997,0.780198681,35.10894065,0.339922132,25.905461,6.86727788
BN-0003,85,180,7356,3/1/19,273,3,1.5,74,4,502.2371259,44.25166258,0.861585889,63.75735575,0.687510383,66.90696913,29.60744622
BN-0031,233,178,7139,3/1/19,351,3,2.5,74,3,652.1463974,11.8796543,0.736535154,54.50360137,0.353927883,119.1584985,14.15561769
BN-0094,202,181,7202,3/1/19,268,3,2.5,120,3,846.2208297,21.71397507,0.735705757,88.2846908,0.412509493,193.0124053,41.91066555
BN-0097,87,113,7205,3/1/19,421,6,1.125,120,7,668.9023577,41.94686433,0.841863659,101.0236391,0.615547859,104.3577349,43.77479747
BN-0074,71,245,7182,3/1/19,148,1,1.125,45,7,680.5147257,41.31695185,0.87323672,39.2956524,0.612360413,40.59253173,16.77159679
BN-0007,111,155,7144,3/1/19,411,7,2.5,100,3,314.244624,58.63849625,0.894693081,89.46930805,0.939990321,195.6022747,114.6982325
BN-0087,171,92,7195,3/2/19,251,3,1.125,74,7,1188.074134,24.72622129,0.792587394,58.65146715,0.391719136,60.58714885,14.9809125
BN-0016,288,239,7106,3/2/19,236,0,2.5,45,3,748.7468264,16.18011952,0.791192549,35.6036647,0.715551612,77.83851195,12.59436426
BN-0066,137,176,7174,3/2/19,92,7,1.5,45,7,270.2574595,52.0380886,0.931058665,41.89763991,0.900502507,76.94292081,40.0396253
BN-0042,246,292,7150,3/2/19,401,3,2,74,3,1277.775859,7.742021595,0.743253485,55.00075791,0.244698626,76.95706046,5.95803224
BN-0073,220,212,7181,3/2/19,354,7,2,100,3,894.3696366,13.72822862,0.685254176,68.52541764,0.159185536,95.88076436,13.16273054
BN-0077,300,171,7185,3/2/19,392,3,1.5,120,4,957.9242248,17.85428429,0.795729639,95.48755665,0.276076153,100.2046419,17.89082165
BN-0027,205,293,7221,3/2/19,220,0,1.5,100,5,1195.040215,12.23348743,0.70992027,70.99202696,0.1624526,93.12379137,11.39228731
BN-0086,103,112,7194,3/2/19,170,0,1.5,100,3,267.0699529,56.84871442,0.910852801,91.08528014,0.948007252,71.68866974,40.75408713
BN-0059,211,75,7167,3/2/19,83,0,1.125,54,5,904.4398959,23.92013652,0.756915329,40.87342778,0.359296277,30.15884188,7.214036149
BN-0024,292,51,7221,3/2/19,307,7,2,45,7,1051.92196,22.96801808,0.790154655,35.55695946,0.335345703,116.0863613,26.66273644
BN-0004,60,285,7079,3/2/19,119,4,1.125,54,3,585.4291385,47.14736391,0.825113365,44.55612169,0.611556017,19.72569126,9.300143443
BN-0083,201,233,7191,3/2/19,126,4,2.5,74,4,622.1143129,8.520081953,0.733449053,54.27522991,0.434208512,158.2122952,13.47981721
BN-0056,236,99,7164,3/2/19,97,6,1.5,120,7,617.33611,23.76240282,0.784477586,94.13731036,0.690764086,172.8784636,41.08007692
BN-0085,263,122,7193,3/3/19,324,4,2,100,4,795.4551342,14.85350322,0.722753511,72.27535107,0.561633203,134.836895,20.02800253
BN-0055,122,62,7163,3/3/19,237,6,1.125,100,5,444.4805932,51.14394213,0.797950359,79.79503587,0.678296765,58.8775153,30.11228235
BN-0018,118,140,7003,3/3/19,405,5,1.5,100,7,492.6620578,51.18332802,0.847625689,84.76256891,0.694068203,155.6622197,79.67310451
BN-0015,141,72,7321,3/3/19,422,3,1.5,74,5,621.1977892,43.52513374,0.794599286,58.80034713,0.625244692,77.13135535,33.57152557
BN-0064,160,187,7172,3/3/19,241,0,2.5,54,7,1020.786367,17.51181413,0.729334705,39.38407405,0.409101969,200.9080078,35.18263689
BN-0013,261,258,7303,3/3/19,262,0,1.125,54,5,1383.347515,16.47375202,0.721109955,38.93993758,0.392942371,28.732198,4.733271049
BN-0036,233,60,7144,3/3/19,288,6,1.5,100,5,632.5621671,27.73575174,0.787198468,78.71984676,0.621135057,103.260759,28.64014775
BN-0092,180,211,7200,3/3/19,163,4,2,100,4,508.1588275,17.99670879,0.804582091,80.45820906,0.410150181,150.1028348,27.01357007
BN-0090,125,293,7198,3/3/19,328,6,1.125,120,4,635.3156437,43.16268814,0.868247563,104.1897076,0.615831665,61.50188201,26.54586554
BN-0047,137,52,7155,3/3/19,321,3,1.125,54,3,292.7597598,55.94518426,0.886904157,47.89282447,0.967977713,21.20290172,11.86200243
BN-0098,152,97,7206,3/3/19,365,2,2.5,100,7,1437.22951,29.77992382,0.78871852,78.87185202,0.40201516,402.3450351,119.818045
BN-0067,50,103,7175,3/3/19,421,0,2.5,45,5,170.2384068,54.30603289,0.916462832,41.24082745,0.966949824,150.271265,81.6063626
BN-0030,156,91,7138,3/3/19,393,2,2,120,5,954.8710761,12.3852569,0.719040116,86.28481388,0.165342776,201.216186,24.92114156
BN-0020,170,62,7437,3/4/19,274,4,2.5,100,7,1368.08256,20.65507221,0.767331561,76.73315608,0.396471277,391.4350125,80.85118447
BN-0099,192,150,7207,3/4/19,380,6,1.125,100,7,1414.668561,23.50314118,0.742665228,74.26652284,0.259905891,76.71755018,18.03103412
BN-0001,102,108,7012,3/4/19,250,6,2.5,100,7,441.1381375,51.4346841,0.858091096,85.80910957,0.637377792,437.7337202,225.1469562
BN-0084,298,121,7192,3/4/19,380,3,2.5,120,4,609.5040384,18.80723953,0.783428895,94.01146736,0.620922559,274.0434274,51.5400038
BN-0005,258,57,7415,3/4/19,292,3,1.125,54,3,1162.208867,24.74246692,0.783355924,42.30121988,0.417781446,18.727411,4.63362347
BN-0029,283,169,7137,3/4/19,103,0,1.5,120,3,911.1593031,14.08677129,0.731573629,87.78883543,0.195412774,69.09420293,9.733142338
BN-0010,144,208,7285,3/4/19,63,0,2,45,7,809.8538463,41.62902612,0.774680365,34.86061644,0.40211007,113.8129406,47.37921875
BN-0014,224,279,7212,3/4/19,425,3,1.5,74,7,934.2099497,20.23939643,0.745379507,55.15808354,0.275329635,101.2950625,20.50150927
BN-0050,158,119,7158,3/4/19,405,0,1.125,120,4,737.9790382,20.58139622,0.84176035,101.011242,0.441662325,59.62567354,12.27179612
BN-0096,72,233,7204,3/4/19,408,0,2,54,4,648.5859281,44.36117277,0.80239737,43.32945796,0.615166935,80.83543677,35.85954776
BN-0095,122,290,7203,3/4/19,339,5,2.5,45,5,956.7691887,44.79044526,0.773548738,34.80969319,0.39625081,126.8378196,56.81122414
BN-0038,246,147,7146,3/4/19,76,2,2,100,7,877.5043056,18.82192944,0.752331282,75.23312817,0.409053904,245.6211169,46.2306333
BN-0089,109,103,7197,3/4/19,267,3,2.5,100,5,556.4525083,54.01562989,0.794823355,79.48233549,0.602372293,289.6137599,156.4366967
BN-0057,211,233,7165,3/5/19,419,0,2,100,4,1345.894313,16.13232461,0.743945371,74.39453707,0.253470587,138.7904484,22.39012565
BN-0043,101,85,7151,3/5/19,180,5,1.125,74,3,290.3764755,56.10416086,0.91052891,67.37913936,0.9586119,29.82979779,16.73575774
BN-0065,266,54,7173,3/5/19,332,4,1.125,100,3,817.0019929,15.35667409,0.728399564,72.83995636,0.337556371,32.2473868,4.952126093
BN-0037,285,190,7145,3/5/19,254,4,1.125,45,3,689.2609961,5.085922521,0.732905682,32.9807557,0.36054922,14.60109587,0.742600423
BN-0052,202,93,7160,3/5/19,229,2,2.5,100,4,628.106696,26.18095939,0.789055421,78.90554213,0.709437432,230.0096553,60.21873445
BN-0040,160,129,7148,3/5/19,101,5,2,100,4,676.9218581,23.29782569,0.84402002,84.40200197,0.434130061,157.4603749,36.68484368
BN-0002,225,245,7072,3/5/19,188,2,1.5,100,4,1453.980051,9.329024908,0.741297254,74.12972539,0.172890745,77.79173382,7.257210225
BN-0033,297,198,7141,3/5/19,282,0,2.5,54,7,768.2685837,5.582973297,0.758701413,40.9698763,0.405337291,208.9975815,11.66827917
